Name,Designer,URL,Gender,Accords,Description,Pros and cons,Top Notes,Middle Notes,Base Notes,Longevity,Sillage
,By Kilian,https://www.fragrantica.com/perfume/By-Kilian/Apple-Brandy-22614.html,women and men,woody (100%); vanilla (60.1616%); amber (55.6732%),,"['Realistic brandy note', 'Linear but not a bad thing', 'Amazing scent', 'Fit for the Kilian name', 'Rare and hard to find gem', 'Exquisite vanilla-infused brandy drydown', 'Great dedication to The Big Apple', 'Provides light wearing experience with On the Rocks flanker', 'Dissipates quickly after opening burst of apple and brandy', 'High prices for questionable substance', 'Poor longevity and sillage', 'Masculine-leaning and better boozy frags at lower cost with superior longevity and sillage', 'Too realistic whiskey for some who dislike the smell of it', 'Not a great first impression due to harsh boozy opening', 'Lacks originality and creativity in recent releases', 'Rudeness of SA at local store']","['Oak', 'Vanilla', 'Labdanum', 'Cedar']",[],[],,
,By Kilian,https://www.fragrantica.com/perfume/By-Kilian/Fievre-Verte-85718.html,women and men,woody (100%); aromatic (87.2729%); soft spicy (76.8596%); patchouli (65.6752%); vanilla (65.4824%); sweet (60.2757%); balsamic (57.7202%);  (57.576%);  (54.3941%);  (52.7549%),,,"['Wormwood', 'Cypress']","['Licorice', 'Violet Leaf']","['Patchouli', 'Vanilla', 'Vetiver', 'Tonka', 'Sandalwood']",,
,By Kilian,https://www.fragrantica.com/perfume/By-Kilian/Love-by-Kilian-Amber-and-Oud-Special-Blend-2023-79647.html,women and men,amber (100%); oud (88.9405%); sweet (72.6766%); white floral (71.6357%); rose (59.9256%);  (55.5018%);  (53.4202%);  (52.3143%);  (51.5987%);  (47.1749%),,,"['Tunisian Orange Blossom', 'Marshmallow', 'Bulgarian Rose']","['Amber', 'Resins', 'Spices']","['Amber', 'Agarwood (Oud)', 'Akigalawood']",,
,By Kilian,https://www.fragrantica.com/perfume/By-Kilian/Single-Malt-30821.html,women and men,fruity (100%); sweet (93.8325%); powdery (86.757%); vanilla (79.5678%); amber (77.2974%); woody (73.8919%); balsamic (53.9894%);  (53.6487%),,"['Sweet, aromatic plum note', 'Seductive and alluring', 'Gourmand vanilla and tolu balsam notes', 'Gets compliments even from non-fragrance lovers', 'Moderate projection', 'Long-lasting scent', 'Fresh, nutty wheat note', 'Clean cedar tone in drydown', 'Initial boozy blast quickly dissipates', 'Extra-sugary dried fruit notes take over in drydown', 'Sweetness can be cloying and overwhelming']",['Plum'],['Wheat'],"['Vanilla', 'Tolu Balsam', 'Cedar']",,
Devotion,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Devotion-84951.html,women,vanilla (100%); sweet (90.1831%); white floral (64.2313%); powdery (51%); lactonic (50.9449%); rum (49.2158%); citrus (47.1155%),"Devotion by Dolce&Gabbana is a Oriental Vanilla fragrance for women. This is a new fragrance. Devotion was launched in 2023. The nose behind this fragrance is Olivier Cresp. Top note is Candied Lemon; middle notes are Panacotta, Orange Blossom and Rum; base note is Vanilla.Devotion  is a celebration of the irresistible Italian dessert, panettone, and its delectable aromas. With top notes of candied lemon, a heart of orange blossom, and a base of vanilla, it's an enchanting gourmand blend, said Olivier Cresp.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,['Candied Lemon'],"['Panacotta', 'Orange Blossom', 'Rum']",['Vanilla'],,
Light Blue,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html,women,citrus (100%); woody (74.9748%); fresh (62.9873%); fruity (58.514%); aromatic (54.0375%); musky (49.1157%); powdery (46.7092%); green (44.257%),"Light Blue by Dolce&Gabbana is a Floral Fruity fragrance for women. Light Blue was launched in 2001. The nose behind this fragrance is Olivier Cresp. Top notes are Sicilian Lemon, Apple, Cedar and Bellflower; middle notes are Bamboo, Jasmine and White Rose; base notes are Cedar, Musk and Amber.Dolce & Gabbana Light blue is a casual and breezy, sparkling fruity-floral scent that evokes the spirit of the Sicilian summer.Mouth-watering and fresh notes of lime and cedar are bringing an image of the South woods on the seashore.A very popular summer fragrance. Launched in 2001.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Clean and fresh scent', 'Good for summer season', 'Simple and easy to wear', 'Highly popular and well-liked fragrance', 'Crisp green apple and lemon notes', 'Soothing and uplifting', 'Versatile for day or night, work or play', ""Doesn't turn sour on the skin"", 'May not work well with certain body chemistries', 'Has a harsh citric scent that not everyone enjoys', 'May not smell good on everyone', 'Not everyone likes the scent', 'Can smell like chemicals or detergent on certain skin types', 'May induce headaches on some people', 'Not a safe blind buy', 'Can smell overly sterile or powdery on some people']","['Sicilian Lemon', 'Apple', 'Cedar', 'Bellflower']","['Bamboo', 'Jasmine', 'White Rose']","['Cedar', 'Musk', 'Amber']",very weak: 965; weak: 2588; moderate: 5527; long lasting: 1719; eternal: 487,intimate: 2854; moderate: 5939; strong: 1727; enormous: 520
The One for Men Eau de Parfum,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-for-Men-Eau-de-Parfum-31909.html,Men Eau de Parfum Dolce&Gabbana,amber (100%); tobacco (94.0275%); fresh spicy (84.4686%); citrus (83.4444%); aromatic (82.4865%); warm spicy (69.4375%); sweet (69.1672%); woody (57.5599%); fresh (51.5205%); white floral (51.0866%),"The One for Men Eau de Parfum by Dolce&Gabbana is a Woody Spicy fragrance for men. The One for Men Eau de Parfum was launched in 2015. The nose behind this fragrance is Olivier Polge. Top notes are Grapefruit, Coriander and Basil; middle notes are Cardamom, Ginger and Orange Blossom; base notes are Amber, Tobacco and Cedar.Dolce & Gabbana launched The One for Men in 2008 as the fragrance intended to become a masculine classics. In 2015, The One for Men Eau de Parfum appears as an enhanced, denser version of the scent.The elegant top notes of coriander, basil and grapefruit are leading to the heart where there is a warm blend of ginger, orange blossom and cardamom. Tobacco, sensual amber and cedar leave their mark at the base of the perfume.It is available as 50 and 100 ml Eau de Parfum in a dark bottle of the original design.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Delightful fragrance', 'Great date night scent', 'Women love it', 'Original scent', 'Good compliments', 'Refined version of EDT', 'Short and sweet', 'Potential for an EDP Intense version', 'Outperformed by other fragrances in terms of projection and longevity', 'Not a powerhouse scent', 'Poor longevity and performance', 'Very weak fragrance', 'Absurdly weak', 'Worst ever performance', 'Not well blended anymore', 'Bullshit release']","['Grapefruit', 'Coriander', 'Basil']","['Cardamom', 'Ginger', 'Orange Blossom']","['Amber', 'Tobacco', 'Cedar']",very weak: 475; weak: 1390; moderate: 5589; long lasting: 1508; eternal: 247,intimate: 2624; moderate: 5281; strong: 851; enormous: 318
Light Blue Eau Intense Pour Homme,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Eau-Intense-Pour-Homme-44035.html,men,citrus (100%); aromatic (99.6698%); marine (88.2251%); fresh spicy (63.6656%); woody (59.1207%); salty (53.2898%); musky (51.2761%); aquatic (47.4675%); amber (46.6473%),"Light Blue Eau Intense Pour Homme by Dolce&Gabbana is a Woody Aquatic fragrance for men. Light Blue Eau Intense Pour Homme was launched in 2017. The nose behind this fragrance is Alberto Morillas. Top notes are Grapefruit and Mandarin Orange; middle notes are Sea water and Juniper; base notes are Musk and Amberwood.Light Blue Pour Homme Eau Intense is developed by Alberto Morillas. The fragrance opens with citrusy notes of mandarin and frozen grapefruit. The heart of juniper and a salty marine accord is wrapped up by the base of amber wood and musk.It is available as a 50, 100 and 200 ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Classic summer aquatic vibes', 'True intense version of the original', 'Long-lasting', 'Ultra fresh and mysterious', 'Good for day-to-night wear', 'Excellent longevity and sillage', 'Nuanced scent', 'Niche quality', 'Saltiness may not be appealing', 'Nothing groundbreaking (Light Blue Eau Intense)', 'Disappointing compared to hype', 'Loads of citrus and abroxan (Light Blue Eau Intense)', 'Not unique or original (Light Blue Eau Intense)', 'Bad blind buy', 'Synthetic and boring (Light Blue original)', 'Weak performance (Light Blue original)']","['Grapefruit', 'Mandarin Orange']","['Sea water', 'Juniper']","['Musk', 'Amberwood']",very weak: 166; weak: 468; moderate: 2795; long lasting: 2881; eternal: 274,intimate: 684; moderate: 4028; strong: 1480; enormous: 313
The One for Men,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-for-Men-2056.html,Men Dolce&Gabbana,amber (100%); fresh spicy (93.2389%); tobacco (92.6978%); aromatic (87.8821%); citrus (85.8144%); sweet (70.2357%); warm spicy (66.245%); woody (58.7105%); white floral (55.8889%); fresh (55.766%),"The One for Men by Dolce&Gabbana is a Woody Spicy fragrance for men. The One for Men was launched in 2008. The nose behind this fragrance is Olivier Polge. Top notes are Grapefruit, Coriander and Basil; middle notes are Ginger, Cardamom and Orange Blossom; base notes are Amber, Tobacco and Cedar.After presenting more than successful fragrance for women, The One, Dolce&Gabbana house launched a fragrance for men named The One for Men at the begining of March 2008.Creating this fragrance, Stefano Gabbana was following the idea of creating an uomo, a very masculine fragrance, and a very classic one, \""not a banal classic, but a classic men\'s fragrance that would last for years and be the type of scent that women adore\"".The notes of this fragrance are composed in accordance with the Gabbana creator\'s taste, who wanted to create a woody-oriental composition. In line with that Gabbana said:""I like spicy-oriental notes and we\'ve never done these types of fragrances, it\'s a little warmer than our other men's scents"".Fragrance The One for Men opens with sparkling notes of bergamot, coriander and basil, the middle motes bring in cardamom, ginger and neroli, while the base notes create a very masculine trace of cedar, ambergris and tobacco.The fragrance is created in cooperation with P&G Prestige Product and International Flavors & Fragrances Inc. (IFF). It comes in a glass made bottle that matches the shape of The One for Women bottle, only with silver-metal neck and chocolate-brown rectangular top.The model of the fragrance advertising campaign will be the actor Matthew McConaughey, who will next week join the designers in the NYC. When it comes to the choice of the model, the Dolce&Gabbana designers said that they wanted to have the sexiest man on the planet. And with regards to that, Gabbana adds that this is the first time that a model in one of D&G men\'s fragrance campaigns appears in clothes.The One for Men will be available in the US as EDT in two sizes – 50ml and 100ml bottles. Besides EDT the collection will include 100ml aftershave lotion, 75ml aftershave balm, 200ml shower gel and 75ml deodorant stick.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Smells sweet, yet masculine', 'Delightful fragrance on a man', 'Pleasing and clean scent', 'Appropriate for most occasions', 'Familiar ingredients that smell like a man', 'Generous longevity depending on body chemistry', 'Long-lasting on some people', 'Great performance and amazing scent', 'Less than average longevity for some', 'Virtually no projection for some people', 'Weak composition compared to other tobacco-amber-spice fragrances', 'Not as harmonious or natural as other fragrances in its category', 'Synthetic aftertaste for some people', 'Slightly generic and weak fragrance.', 'Lacks personality and feels common', 'Made out of cheap materials (perception)']","['Grapefruit', 'Coriander', 'Basil']","['Ginger', 'Cardamom', 'Orange Blossom']","['Amber', 'Tobacco', 'Cedar']",very weak: 526; weak: 1323; moderate: 3715; long lasting: 1010; eternal: 199,intimate: 2421; moderate: 3415; strong: 753; enormous: 300
Light Blue pour Homme,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-pour-Homme-1068.html,men,citrus (100%); fresh spicy (94.0562%); aromatic (74.9362%); woody (60.3617%),"Light Blue pour Homme by Dolce&Gabbana is a Citrus Aromatic fragrance for men. Light Blue pour Homme was launched in 2007. Top notes are Grapefruit, Bergamot, Sicilian Mandarin and Juniper; middle notes are Pepper, Rosemary and Brazilian Rosewood; base notes are Musk, Incense and Oakmoss. This perfume is the winner of award FiFi Award Fragrance Of The Year Men`s Luxe 2008.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Great summer fragrance', 'Well-received and liked by many people', 'Affordable price', 'Clean and fresh scent perfect for office and daily wear', 'Comfortable and approachable scent', 'Evokes a laidback state of mind', 'Good sillage and longevity', 'Suitable for both masculine and feminine gender', 'Not suitable for those who prefer loud fragrances', 'Some people find it generic or nothing special', 'May not live up to expectations based on other Light Blue fragrances', 'May cause headache or discomfort for some individuals', 'Not well-balanced in terms of notes for some people', 'Musk overload can suffocate other notes', 'Citrus notes can be too overpowering for some', 'Synthetic smell that reminds of cleaning products']","['Grapefruit', 'Bergamot', 'Sicilian Mandarin', 'Juniper']","['Pepper', 'Rosemary', 'Brazilian Rosewood']","['Musk', 'Incense', 'Oakmoss']",very weak: 260; weak: 794; moderate: 2372; long lasting: 440; eternal: 64,intimate: 1075; moderate: 2369; strong: 385; enormous: 138
Devotion Intense,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Devotion-Intense-96028.html,women,vanilla (100%); nutty (91.8517%); white floral (83.5184%); sweet (72.426%); woody (67.1111%); citrus (56.7594%); powdery (51%),"Devotion Intense by Dolce&Gabbana is a Oriental Vanilla fragrance for women. This is a new fragrance. Devotion Intense was launched in 2024. The nose behind this fragrance is Olivier Cresp. Top note is Hazelnut; middle note is Orange Blossom; base note is Vanilla.Devotion Eau de Parfum Intense is a delicious fragrance that celebrates the noblest values of life, a unique essence sealed with the Sacred Heart.Top notes: hazelnutMiddle notes: orange blossomBase notes: vanillaDOLCE & GABBANA DEVOTION INTENSE EAU DE PARFUM is available as a 30ml, 50ml and 100ml Eau de Parfum Intense.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,['Hazelnut'],['Orange Blossom'],['Vanilla'],,
D&G Anthology L'Imperatrice 3,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/D-G-Anthology-L-Imperatrice-3-6086.html,women,fruity (100%); ozonic (88.5001%); aquatic (85.4888%); green (52.4777%); sweet (51.3291%); fresh (49.8293%); tropical (49.7135%); aromatic (46.4974%); musky (45.9083%),"D&G Anthology L'Imperatrice 3 by Dolce&Gabbana is a Floral Aquatic fragrance for women. D&G Anthology L'Imperatrice 3 was launched in 2009. Top notes are Kiwi, Rhuburb and Pink Pepper; middle notes are Watermelon, Cyclamen and Jasmine; base notes are Lemon Tree, Musk and Sandalwood.Dolce & Gabbana presents five perfumes of their collection The D&G Anthology, which arrives on the market in September 2009. Two other fragrances will join the collection next year.The fragrances are advertised by celebrities, who are shown naked in advertising campaign made by Mario Testino. Women models are Naomi Campbell, Eva Herzigova and Claudia Schiffer, and men are: Noah Mills, Fernando Fernanes and Tyson Ballou. The collection The D&G Anthology was inspired by tarot cards and their marks.The fragrances of this collection were named: Le Bateleur 1 (Tyson Ballou), L’Imperatrice 3 (Naomi Campbell), L’Amoureaux 6 (Noah Mills), La Roue de la Fortune 10 (Eva Herzigova and Fernando Fernandes), La Lune 18 (Claudia Schiffer). All fragrances will be available in amount of 100ml (3.4 oz) edt.D&G Anthology L`Imperatrice 3 is advertised by Naomi Campbell, and the perfume features aromas of watermelon, kiwi, pink cyclamen and musk.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Great summer fragrance', 'Fresh and feminine', 'Delicious tart fruit mixture', 'Explosion of fruits in the beginning', 'Classy take on fruity floral', 'Unique and metropolitan scent', 'Good longevity', 'Strong peachy note', 'Screams more femme than unisex', ""Might not suit everyone's chemistry"", 'May be too fruity for some', 'Reminds some of Garnier Fructis shampoos', 'May be overpowering if sprayed too much', 'Smells like rotting fruit to some', 'Boozy and sickly sweet to some', 'Intense and spicy pepper note']","['Kiwi', 'Rhuburb', 'Pink Pepper']","['Watermelon', 'Cyclamen', 'Jasmine']","['Lemon Tree', 'Musk', 'Sandalwood']",very weak: 582; weak: 1603; moderate: 3347; long lasting: 969; eternal: 255,intimate: 1504; moderate: 3859; strong: 1090; enormous: 478
The One,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-698.html,women,fruity (100%); white floral (85.135%); vanilla (79.6096%); powdery (66.999%); sweet (65.3411%); amber (55.0311%); citrus (52.3768%); fresh (49.2294%); musky (47.8901%); soft spicy (46.8484%),"The One by Dolce&Gabbana is a Oriental Floral fragrance for women. The One was launched in 2006. The nose behind this fragrance is Christine Nagel. Top notes are Peach, Litchi, Mandarin Orange and Bergamot; middle notes are Lily, Plum, Jasmine and Lily-of-the-Valley; base notes are Vanilla, Amber, Musk and Vetiver.As it was envisioned by designers, The One is a fragrance for an exceptional woman who instantly draws attention, not only with her looks, but also with her manners, pose and inner world. This fragrance, like all of the fragrances of D&G house, is a \'fragrance with character\', special and alluring. Its oriental floral-fruity composition is very warm and sensual with powdery vanilla trace. The color of the fragrance perfectly matches its tone.The composition opens with softly fresh mandarin, bergamot, litchi and peach. The heart is thin and balmy, with the notes of jasmine, lily of the valley and white lily which graciously intertwine with the fruity touch of plum. The woodsy-powdery base is created of vetiver root, amber, musk and vanilla. The One was created in 2006.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Feminine and attention reaching scent', 'Perfect balance of warm and cool notes', 'Beautiful powdery vanilla with a soft luxurious cashmere texture', 'Rich, warm powder tempered by fruit', 'Prominent peach note once noticed', 'Ageless scent that anyone can wear', 'Clean and fresh with a delicious vanilla gourmand scent', 'Wonderful sillage', 'Can become cloying if applied heavily', 'May not work with all skin chemistry', 'May trigger migraines for some', 'Disappointing reformulation from original masterpiece release in 2006', 'Overpowering sweet musk, vanilla and amber scent', 'Starts with a weird screechy tropical fruit note', 'Rancid effect on some due to combination of vetiver and vanilla with lily']","['Peach', 'Litchi', 'Mandarin Orange', 'Bergamot']","['Lily', 'Plum', 'Jasmine', 'Lily-of-the-Valley']","['Vanilla', 'Amber', 'Musk', 'Vetiver']",very weak: 183; weak: 433; moderate: 1917; long lasting: 1925; eternal: 637,intimate: 639; moderate: 2515; strong: 1616; enormous: 571
The Only One,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-Only-One-51249.html,women,caramel (100%); sweet (93.7566%); powdery (91.0591%); vanilla (82.8109%); violet (81.6137%); coffee (74.8511%); citrus (67.8328%); warm spicy (66.5792%); iris (61.7283%); woody (54.7029%),"The Only One by Dolce&Gabbana is a Oriental Vanilla fragrance for women. The Only One was launched in 2018. Top notes are Violet, Orange and Bergamot; middle notes are Coffee, Pear, Iris, Orange Blossom and Rose; base notes are Caramel, Vanilla and Patchouli.Dolce & Gabbana presents The Only One as a new variation on the theme of The One, the oriental-floral original from 2006. The Only One comes out at the end of August 2018 as a fragrance that ""captures the essence of sophisticated and hypnotizing femininity.""The floriental-gourmand composition plays on opposites: The violet blossom in contrast to the gourmand aroma of coffee gives character to the scent. Top notes: bergamot, violetHeart: coffee, irisBase: patchouli, vanillaThe face of the campaign is actress Emilia Clarke. Dolce & Gabbana The Only One is available as a 30, 50 and 100 ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Bosanski, Română, العربية, Українська, Монгол, עברית.","['Tick, rich, sexy and seductive fragrance', 'Delightful and delicious scent to indulge in', 'Intriguing and absolutely gorgeous scent', 'Refined smooth creamy perfume with cozy warm aura', 'Smooth and well put together gourmand fragrance', 'Lovely modern iris and sweet gourmand notes', 'High quality blend with good performance', 'Beautifully fresh and captivating outcome', 'Not similar to the original The One with its own character', 'Expensive', 'Chaotic beginning with loud opening notes', 'Generic and short-lived fragrance', 'Powdery violet iris with artificial pear and plasticky sweetness', 'Fruitier than expected with overshadowing fruit and floral notes', 'Strong and lingering caramel note can be a dealbreaker', 'Soapy with musty bergamot note']","['Violet', 'Orange', 'Bergamot']","['Coffee', 'Pear', 'Iris', 'Orange Blossom', 'Rose']","['Caramel', 'Vanilla', 'Patchouli']",very weak: 111; weak: 281; moderate: 1402; long lasting: 807; eternal: 171,intimate: 395; moderate: 1629; strong: 732; enormous: 330
L'Imperatrice Limited Edition,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/L-Imperatrice-Limited-Edition-63485.html,women,floral (100%); fruity (83.0769%); ozonic (82.3907%); aquatic (80.6722%); rose (67.5403%); fresh (61.9321%); sweet (58.6001%); musky (51.1069%); powdery (45.0765%),"L'Imperatrice Limited Edition by Dolce&Gabbana is a Floral Fruity fragrance for women. L'Imperatrice Limited Edition was launched in 2020. The nose behind this fragrance is Nathalie Lorson. Top notes are Watermelon and Strawberry; middle notes are Pink Peony, Damask Rose, Magnolia and Cyclamen; base notes are Musk, Woody Notes, Sandalwood and Smoke.Dolce & Gabbana launches the new limited edition L'Imperatrice, a variant of the popular perfume originally introduced in 2009 as D&G L'Imperatrice 3 as part of the Anthology collection. L'Imperatrice Limited Edition, like the original, is composed by perfumer Nathalie Lorson. The new edition retains the main elements of the original composition such as watermelon and cyclamen, with added floral accents of Damask rose and pink peony that replace jasmine. Top notes: strawberry, watermelonHeart: Damasc rose, pink peony, magnolia, cyclamenBase: sandalwood, musk, smoky woody notesThe bottle retains a refined, straight silhouette with a minimalist black cap, but takes on a darker and stronger pink shade. It is housed in a simple pink box, instead of a white one. Dolce & Gabbana L'Imperatrice Limited Edition is available as a 50 and 100 ml Eau de Toilette. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Great for summer and hot weather', 'Refreshing and clean scent on skin', 'Delicious tart and fruity scent', 'Good as a morning scent after shower', 'Suitable for day and night wear', 'Bougie body spray with affordable price on discount sites', 'Beautifully blended floral notes', 'Sophisticated floral and woody base', 'Limited edition confusion with different packaging', 'Rarely enjoyed by those who dislike fruity scents', 'May not work well with some body chemistry', 'Poor longevity as an Eau de Toilette', 'Smells like a watermelon body spray to some', 'Sweaty armpit and rotten fruit scent to some', 'Smells like musty bad body odor or sweaty bowling alley to some']","['Watermelon', 'Strawberry']","['Pink Peony', 'Damask Rose', 'Magnolia', 'Cyclamen']","['Musk', 'Woody Notes', 'Sandalwood', 'Smoke']",very weak: 120; weak: 272; moderate: 552; long lasting: 120; eternal: 25,intimate: 284; moderate: 563; strong: 166; enormous: 32
Dolce&Gabbana Pour Homme (2012),Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-Pour-Homme-2012-15336.html,men,citrus (100%); fresh spicy (74.0427%); aromatic (73.3691%); lavender (64.5498%); tobacco (55.8311%); sweet (51.1819%); fresh (50.0671%); herbal (49.278%); woody (44.6414%),"Dolce&Gabbana Pour Homme (2012) by Dolce&Gabbana is a Aromatic Fougere fragrance for men. Dolce&Gabbana Pour Homme (2012) was launched in 2012. Top notes are Citruses, Bergamot, Neroli and Mandarin Orange; middle notes are Lavender, Sage and Pepper; base notes are Tobacco, Tonka Bean and Cedar.Designer duo Dolce & Gabbana launched their first perfume Dolce & Gabbana Pour Femme in 1992, followed by its male equivalent Dolce & Gabbana Pour Homme in 1994. Rich floral character of the feminine edition and aromatic - fougere for the masculine one, this perfume pair marked the decade of the nineties. In 2012, the designers have decided to ""return to the roots"" and to re-launch the two fragrances.“It’s not so much a reedition as it is a fine-tuning,” said Gabbana to wwd magazine. “We altered the bottles a bit.…There has been an evolution [of the brand] since the Nineties, Domenico and I were much younger then — we’ve really matured a lot.”Dolce & Gabbana Pour Homme reedition is of aromatic, dry and floral character and opens with notes of tangerine, bergamot and neroli. The heart consists of lavender, sage and pepper and the base includes tobacco, cedar and tonka accords.The advertising campaign is shot by Mario Testino in Sicily with famous models Laetitia Casta and Noah Mills. The fragrances are available from July 2012 – as 40, 75 and 125 ml Eau de Toilette for men.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Versatile for various occasions and temperature variations', 'Practical all year round', 'Smells familiar but unique at the same time', 'Great choice for lovers of soapy scents', 'Gorgeous soapy floral fragrance', 'Neroli, tobacco, and lavender are the stars of the show', 'Soothing and smooth, perfect for fall', 'Performance and longevity are great', 'Reformulations not as good as the original', 'Non-existent projection and presence for some', 'Not as good as other neroli based fragrances', 'Initial opening may be too strong for some', 'Barely pleasant or boring scent to some', 'Some may find it repulsive initially', 'Weak lemony generic scent compared to the original', 'Some feel it is a soulless scent']","['Citruses', 'Bergamot', 'Neroli', 'Mandarin Orange']","['Lavender', 'Sage', 'Pepper']","['Tobacco', 'Tonka Bean', 'Cedar']",very weak: 88; weak: 254; moderate: 1321; long lasting: 873; eternal: 124,intimate: 399; moderate: 1803; strong: 458; enormous: 161
K by Dolce & Gabbana Eau de Parfum,Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/K-by-Dolce-Gabbana-Eau-de-Parfum-62311.html,men,aromatic (100%); woody (92.0769%); citrus (71.525%); fresh spicy (69.889%); warm spicy (68.323%); fruity (60.5556%); sweet (49.2084%); earthy (48.6825%); lavender (45.6595%),"K by Dolce & Gabbana Eau de Parfum by Dolce&Gabbana is a Woody Spicy fragrance for men. K by Dolce & Gabbana Eau de Parfum was launched in 2020. Top notes are Blood Orange, Juniper Berries, Pimento, Lemon, Sicilian Lemon and Cardamom; middle notes are Fig Nectar, Lavender, Geranium and Clary Sage; base notes are Cedar, Patchouli, Vetiver and Cypriol Oil or Nagarmotha.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Good quality fragrance', 'Gorgeous bottle design', 'Unique fig and pimento notes', 'Masculine scent', 'Versatile for different occasions', 'Excellent opening', 'Good sillage and longevity', 'Long-lasting', ""May not suit everyone's taste"", 'Different from the original K EDT', 'Some may not want to be associated with this type of smell', 'Geared towards a particular personality', 'Not a masterpiece compared to previous Dolce & Gabbana fragrances', 'Not as good as other 2020 releases', ""May be mistaken for a 'fuckboy' scent"", 'Some may find it too dark']","['Blood Orange', 'Juniper Berries', 'Pimento', 'Lemon', 'Sicilian Lemon', 'Cardamom']","['Fig Nectar', 'Lavender', 'Geranium', 'Clary Sage']","['Cedar', 'Patchouli', 'Vetiver', 'Cypriol Oil or Nagarmotha']",very weak: 49; weak: 132; moderate: 992; long lasting: 627; eternal: 80,intimate: 183; moderate: 1229; strong: 380; enormous: 99
