Name	Designer	URL	Gender	Accords	Description	Pros and cons	Top Notes	Middle Notes	Base Notes	Longevity	Sillage
Coconut Milk & Rose Calm	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Coconut-Milk-Rose-Calm-70973.html	women	coconut (100%); rose (95.7832%); sweet (57.9999%); lactonic (54.5%); tropical (50.9999%); vanilla (50.9999%); floral (49.735%)	Coconut Milk & Rose Calm by Victoria's Secret is a Floral Fruity fragrance for women. Coconut Milk & Rose Calm was launched in 2020.		['Coconut Milk', 'Rose']	[]	[]		
Bombshell Seduction Eau de Parfum	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Seduction-Eau-de-Parfum-48702.html	women	musky (100%); aromatic (86.0753%); tuberose (82.6882%); herbal (79.0659%); white floral (72.1505%); soft spicy (65.047%); powdery (57.9906%); animalic (54.2036%)	Bombshell Seduction Eau de Parfum by Victoria's Secret is a Oriental Floral fragrance for women. Bombshell Seduction Eau de Parfum was launched in 2018.	['Great for hot days in spring and summer', 'Sage adds an herbal and aromatic touch', 'Good for work and workouts', 'Great everyday fragrance', 'More floral than the original Bombshell', 'Classy and sleek bottle design', 'Strong floral notes', 'Fresh and green scent', 'Some find it shares no notes with the original despite the name', 'Clean, sharp musky note may smell soapy or industrial', 'Not very seductive despite the name', 'Some find it too sour or musky', 'May not appeal to those who dislike the original Bombshell', 'Not suitable for winter/fall seasons', 'Not very complex or layered', 'Not a unique or interesting fragrance']	['Sage', 'Musk', 'Tuberose']	[]	[]	very weak: 9%; weak: 24%; moderate: 52%; long lasting: 12%; eternal: 3%	very weak: 29%; intimate: 51%; strong: 14%; enormous: 6%
Victoria's Secret Pink Warm & Cozy	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Victoria-s-Secret-Pink-Warm-Cozy-20400.html	women	vanilla (100%); sweet (71.72%); fruity (69.5998%); floral (63.6%); fresh (56.8799%); rose (54.7199%); powdery (51%)	Victoria's Secret Pink Warm & Cozy by Victoria's Secret is a Floral Fruity fragrance for women. Victoria's Secret Pink Warm & Cozy was launched in 2012. Top note is Raspberry; middle note is Peony; base note is Vanilla.Victoria `s Secret Pink Warm & Cozy contains notes of raspberry, peony and vanilla. Available as 250 ml perfumed body mist.		['Raspberry']	['Peony']	['Vanilla']		
Bombshell Isle	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Isle-81954.html	women	marine (100%); coconut (95.333%); aromatic (77.1333%); sweet (61.7333%); vanilla (59.4%); floral (58%); salty (58%); lactonic (52.8667%); fresh (52.3998%); aquatic (50.9998%)	Bombshell Isle by Victoria's Secret is a Floral Aquatic fragrance for women. This is a new fragrance. Bombshell Isle was launched in 2023. The nose behind this fragrance is Yves Cassar.		['Sea Notes', 'Coconut', 'Peony', 'Tonka Bean', 'Sandalwood']	[]	[]		
Lavender & Vanilla Relax	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Lavender-Vanilla-Relax-70974.html	women	lavender (100%); vanilla (97.8789%); aromatic (58.0001%); fresh spicy (51.0001%); powdery (50.3635%); sweet (47.0757%); herbal (44.0002%)	Lavender & Vanilla Relax by Victoria's Secret is a Aromatic fragrance for women. Lavender & Vanilla Relax was launched in 2020.		['Lavender', 'Vanilla']	[]	[]		
Bombshell Passion	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Passion-62570.html	women	rose (100%); floral (82.6329%); fresh (77.4496%); aromatic (67.8798%); fruity (62.8292%); green (61.3142%); soft spicy (60.3038%); woody (45.1521%)	Bombshell Passion by Victoria's Secret is a Floral fragrance for women. Bombshell Passion was launched in 2020. Top note is Cassis; middle note is Peony; base note is Rose.		['Cassis']	['Peony']	['Rose']		
Very Sexy Night Eau de Parfum	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Very-Sexy-Night-Eau-de-Parfum-57375.html	women	fruity (100%); woody (68.5675%); sweet (49.7658%); fresh (49.0427%); green (45.2341%)	Very Sexy Night Eau de Parfum by Victoria's Secret is a Oriental Floral fragrance for women. Very Sexy Night Eau de Parfum was launched in 2019.		['Plum', 'Woodsy Notes', 'Apple']	[]	[]		
Bare Vanilla Candied	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Candied-89298.html	women	sweet (100%); vanilla (92.9899%); powdery (72.772%); fruity (57.431%)	Bare Vanilla Candied by Victoria's Secret is a Oriental Vanilla fragrance for women. This is a new fragrance. Bare Vanilla Candied was launched in 2023.		['Vanilla', 'Marshmallow', 'Strawberry', 'Flowers']	[]	[]		
Bare Vanilla Cashmere	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Cashmere-84643.html	women	vanilla (100%); patchouli (75.3521%); woody (57.2111%); powdery (56.9153%); balsamic (54.1057%); warm spicy (52.6759%); sweet (51.8872%); earthy (48.1407%)	Bare Vanilla Cashmere by Victoria's Secret is a Oriental Vanilla fragrance for women. This is a new fragrance. Bare Vanilla Cashmere was launched in 2023.		['Vanilla', 'Patchouli', 'Vanilla Orchid']	[]	[]		
Bombshell Escape	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Escape-91516.html	women	fresh (100%); floral (71.9559%); green (69.7478%); fruity (68.6436%); tropical (63.123%); rose (50.9781%)	Bombshell Escape by Victoria's Secret is a fragrance for women. This is a new fragrance. Bombshell Escape was launched in 2024. Top note is Guava; middle note is Peony; base notes are Palm Leaf and Palm Tree.Adventure awaits. Vibrant and free-spirited, Bombshell Escape is an extension of America’s No. 1 Fragrance.* This Eau de Parfum goes off the grid and finds paradise with refreshing, tropical guava that energizes the senses through a burst of pink pulp. The getaway continues as the scent becomes swept away in a coastal breeze accord. At the heart, a summer glow peony is discovered basking in the rays. Once fully immersed in the tropical jungle, wild palm trees create an entwined twist of warm wood and misty leaves for a radiant, yet fresh base.Fragrance type: Tropical FloralNotes: juicy guava, summer glow peony, lush palms		['Guava']	['Peony']	['Palm Leaf', 'Palm Tree']		
Scandalous	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-28256.html	women	sweet (100%); fruity (81.7605%); floral (61.3028%); rose (56.0034%); fresh (55.0422%)	Scandalous by Victoria's Secret is a Floral Fruity fragrance for women. Scandalous was launched in 2014. The nose behind this fragrance is Gil Clavien. Top note is Raspberry; middle note is Peony; base note is Praline.Victoria's Secret launches Scandalous in the fall of 2014. The face of the perfume is their model and "angel" Jasmine Tookes. Scandalous allegedly causes the acceleration of pulse; its floral-fruity aromas make the heart beat faster and call you to "lose yourself in our new sexy scent."The composition is announced as a juicy and provocative floral-fruity. The highlighted ingredients include raspberry liqueur on the top, black peony in the heart and sweet pralines in the base. The bottle is made of carved glass, which gives the impression of luxury, decorated with a black satin bow and an atomizer.The collection includes 50 ml Eau de Parfum, fragrant mist, body lotion and scented candle.	['Sweet, fruity, milky, praline goodness', 'Simple and few notes', 'Great bottle design', 'Good for winter nights', 'Longevity is decent', 'Sillage is moderate', 'Best suited for age 18-28', 'Complex scent', 'Faint smell that disappears quickly', 'Crappy lasting power and projection', 'Not as scandalous as the name suggests', 'Not worth full price', 'Expensive for what it is', 'Watered down scent', 'Generic and typical VS scent', 'Raspberry note can be overwhelming or tacky']	['Raspberry']	['Peony']	['Praline']	very weak: 15%; weak: 21%; moderate: 49%; long lasting: 11%; eternal: 4%	very weak: 25%; intimate: 54%; strong: 12%; enormous: 9%
Vanilla Lace	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Lace-13033.html	women	vanilla (100%); powdery (67.1593%); musky (62.3186%); sweet (47.232%)	Vanilla Lace by Victoria's Secret is a Oriental Vanilla fragrance for women. Vanilla Lace was launched during the 2000's.	['Attractive and alluring', 'Ideal for foodie scent lovers', 'Long-lasting fragrance', 'Sweet and delicious vanilla scent', 'Suitable for young women', 'Good value for money', 'Reminiscent of creamy vanilla ice cream', 'Helps curb sweet cravings', 'May not be suitable for men or unisex preferences', 'Some people may find it too vanilla-centric', 'Not available in all locations', 'May smell too heavy for some', 'Scent may change with time and formula updates', 'May not live up to expectations for some hardcore vanilla fans', 'May have a strong musk component that overwhelms the vanilla', 'May not suit all occasions or seasons']	['Vanille', 'Musk']	[]	[]	very weak: 9%; weak: 21%; moderate: 43%; long lasting: 20%; eternal: 7%	very weak: 20%; intimate: 45%; strong: 22%; enormous: 13%
Temptation	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Temptation-42993.html	women	floral (100%); fruity (93.6775%); green (89.5%); fresh (69.7984%)	Temptation by Victoria's Secret is a Floral Fruity Gourmand fragrance for women. Temptation was launched during the 2010's.Temptation Fragrance Mist is a floral - fruity composition with fresh apple and saguano flower. The fragrance is available as a 250ml Body Fragrance Mist.		['Apple', 'Floral Notes', 'Cactus Flower']	[]	[]		
Rush	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Rush-42992.html	women	amber (100%); white floral (98.5567%); animalic (57.7113%)	Rush by Victoria's Secret is a Oriental Floral fragrance for women. Rush was launched in 2014. middle note is White Flowers; base note is Amber.Rush Fragrance Mist contains notes of clementine, white flowers and crystal amber. The fragrance is available as a 250 ml Fragrance Body Mist.		[]	['White Flowers']	['Amber']		
Strawberries and Champagne	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Strawberries-and-Champagne-8000.html	women	fruity (100%); sweet (60.8491%); Champagne (58.6829%); aldehydic (50.4879%)	Strawberries and Champagne by Victoria's Secret is a Aromatic Fruity fragrance for women.This delicious fragrance from the Secret Garden collection is an intoxicating combination of strawberry, champagne and cassis.It is available as EDT, body mist and body care collection.	['Fizzy, bubbly, and sparkly like champagne', 'Good for layering with other fragrances', 'Sophisticated and feminine', 'Fresh and tart strawberry/rose scent', 'Crystaline quality is refreshing', 'Nostalgic scent with memories attached', 'Long-lasting and strong', 'Nice gift for older women', 'Not enough strawberries in the scent', 'Sour, plasticky rose scent to some', 'Too much champagne scent', 'Strong and overpowering for some', 'Linear and plastic-smelling', 'Mature, sharp, and sour smell for some', 'Smells like roach spray to some', 'Fermenting fruit smell to some']	['Big Strawberry', 'Champagne', 'Black Currant', 'Chamomile', 'Aloe Vera']	[]	[]	very weak: 14%; weak: 37%; moderate: 36%; long lasting: 11%; eternal: 2%	very weak: 27%; intimate: 55%; strong: 13%; enormous: 5%
Bare Magnolia	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Magnolia-93267.html	women	floral (100%); musky (96.8182%); powdery (71.0455%); citrus (65.9544%); vanilla (55.4544%); sweet (46.5453%); white floral (45.909%)	Bare Magnolia by Victoria's Secret is a Floral fragrance for women. This is a new fragrance. Bare Magnolia was launched in 2024.Bare Magnolia by Victoria's Secret is a silky and flowery fragrance that combines radiant petals and comforting warmth. It features an exclusive blend of musks that blend with your body's chemistry to reveal its signature scent.		['Magnolia', 'Musk', 'Vanilla', 'Orange Blossom']	[]	[]		
Romantic	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Romantic-66736.html	women	rose (100%); musky (64.5679%); floral (51.0001%); powdery (47.2841%); aldehydic (45.5556%)	Romantic by Victoria's Secret is a Floral fragrance for women. Romantic was launched in 2016.		['Rose Petals', 'Musk', 'Solar Notes']	[]	[]		
Sunset Gelato	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Sunset-Gelato-90608.html	women	caramel (100%); sweet (64.9999%); woody (63.4091%); nutty (56.7273%); salty (55.4545%); green (50.0454%)	Sunset Gelato by Victoria's Secret is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Sunset Gelato was launched in 2024.		['Caramel', 'Pistachio', 'Sea Salt', 'Sorbet']	[]	[]		
Bombshell Midnight	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Midnight-98502.html	women	floral (100%); cherry (94.6153%); fresh (86.0001%); rose (64.9999%); vanilla (64.9999%)	Bombshell Midnight by Victoria's Secret is a Floral Fruity fragrance for women. This is a new fragrance. Bombshell Midnight was launched in 2024.Bombshell Midnight by Victoria's Secret is a new fragrance for women, released in 2024. This perfume combines the rich and sweet notes of black cherry and vanilla with the floral touch of white peony and the depth of woods.		['Peony', 'Black Cherry', 'Blonde Woods', 'Vanilla']	[]	[]		
Heavenly Eau de Parfum	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Heavenly-Eau-de-Parfum-24877.html	women	powdery (100%); musky (90.4165%); woody (82.0831%); vanilla (75.8334%); floral (64.8959%); fresh (57.9165%); warm spicy (50.8333%); rose (47.4477%); balsamic (47.2916%); sweet (45.2084%)	Heavenly Eau de Parfum by Victoria's Secret is a Oriental fragrance for women. Heavenly Eau de Parfum was launched in 2014.The second novelty of the house of VS Heavenly Eau de Parfum, one of the most popular editions by Victoria's Secret, who now has a redesigned flacon and a completely new, fresh look. The fragrance contains accords of white musk, sandalwood, vanilla and white peony, available as 50ml Eau de Parfum. The new flacon is embellished with a detail on the cap, which gives the perfume a pair of wings with tiny crystals! Fragrance Heavenly arrives as perfumed body lotion, perfumed bath and body fragrance.	['Calming, soothing, soft, and gentle', 'Has a strong clean, creamy powdery vanilla musk', 'Clean smelling like shampoo', 'Versatile enough to compliment any attire', 'Suitable for every type of weather, season, climate', 'Classic, beautiful, elegant scent', 'Classy looking bottle', 'Pleasant enough fragrance', 'Has hints of soapiness', 'Not a very complex fragrance', 'Bad wear time on some people', 'Not a gourmand or oriental fragrance', 'Very powdery and vanilla scent', 'Expensive price tag', 'Overpriced ghost of its former self', 'Not for everyday use']	['White Musk', 'Sandalwood', 'Vanilla', 'Peony']	[]	[]	very weak: 5%; weak: 25%; moderate: 47%; long lasting: 18%; eternal: 5%	very weak: 31%; intimate: 44%; strong: 17%; enormous: 8%
Bare Vanilla Daydream	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Daydream-96479.html	women	vanilla (100%); powdery (67.4707%); woody (62.9413%); balsamic (47.0882%); sweet (44.0001%)	Bare Vanilla Daydream by Victoria's Secret is a Oriental Vanilla fragrance for women. This is a new fragrance. Bare Vanilla Daydream was launched in 2024.Bare Vanilla Daydream by Victoria's Secret is a warm gourmand fragrance. It features notes of fluffy vanilla and soft sandalwood, creating a delicate and comforting scent.		['Vanilla', 'Sandalwood']	[]	[]		
Very Sexy Sea	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Very-Sexy-Sea-59912.html	women	citrus (100%); woody (63.1368%); fresh spicy (62.9475%); aromatic (53.7368%); white floral (50.5263%); floral (45.6315%)	Very Sexy Sea by Victoria's Secret is a Floral fragrance for women. Very Sexy Sea was launched in 2020. Top note is Bergamot; middle note is Neroli; base note is Cedar."A provocative escape. At once light, fresh and impossibly rich, Very Sexy Sea captures the scents and experiences of an escape to the Amalfi Coast. Think: the warmth and sensuality of naked, bronzed skin against the cool azure waters of the Mediterranean. The fragrance opens with sunny citrus notes of Italian Bergamot, plus lavish Neroli Blossom for a refined, natural brightness. The sultry warmth of Sundrenched Cedar floats in a splash of watery freshness." - a note from the brand.Very Sexy Sea is available as a 50ml and 100ml Eau de Parfum from March 2020.		['Bergamot']	['Neroli']	['Cedar']		
Very Sexy Oasis	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Very-Sexy-Oasis-72836.html	women	white floral (100%); tuberose (78.2372%); floral (55.2403%); animalic (50.7533%); powdery (46.8269%); citrus (45.7052%)	Very Sexy Oasis by Victoria's Secret is a Floral fragrance for women. This is a new fragrance. Very Sexy Oasis was launched in 2022."Chance upon a blooming secret garden. A trio of heady, white florals—tuberose, camellia, and orange flower—come together in a creamy, exotic bouquet. Balanced by a hint of bright citrus at the top and layered on a foundation of succulent greens and earthy woods, this big, white floral is the luxurious, private escape you deserve."Notes: tuberose blanche, camellia, orange blossom.Avaialable as a 50 and 100 ml Eau de Parfum. 		['Tuberose', 'Orange Blossom', 'Camellia']	[]	[]		
Sexy Little Things Noir Tease	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Tease-9730.html	women	sweet (100%); vanilla (82.9881%); fruity (82.2464%); white floral (63.0741%); powdery (58.3791%); floral (56.358%); amber (55.0526%); fresh (52.6132%); lactonic (51.5019%); aquatic (48.7546%)	Sexy Little Things Noir Tease by Victoria's Secret is a Floral Fruity fragrance for women. Sexy Little Things Noir Tease was launched in 2010. Top notes are Pear, Litchi, Red Apple and Mandarin Orange; middle notes are Gardenia, Jasmine, Sweet Pea, Freesia and Magnolia; base notes are Vanille, Praline, Amber, Musk, Sandalwood and Benzoin.Victora`s Secret is launching a new fragrance from their seductive collection Sexy Little Things Noir, named Tease. This eau de parfum was inspired by flirting, fun and game of surprising twists of juicy fruit and flirtatious flowers.Composition of Tease is based on black vanilla, frozen pear and blooming gardenia. The fragrance can be purchased in a glass flacon as 50 ml EDP, decorated with lace pattern and pink atomizer.The fragrance has been available since July 2010, accompanied by body care collection products Tease Scented Body Mist and Tease Scented Body Lotion.	['Inoffensive and easy-going for everyday wear', 'Sweet and sexy scent that makes one feel confident', 'Beautiful and intoxicating scent', 'Good for any time of the year', 'Affordable when purchased on sale', 'Non-offensive and mildly sweet', 'Well-balanced with light and heavy notes', 'Lasts all day with layering of products', 'May not be suitable for those looking for a strong scent', 'Not worth full price in some opinions', 'Generic fruity scent with poor staying power', 'Cheaper version of Viva La Juicy without the same quality', 'Weak sillage and poor longevity', 'Missing something special compared to other fragrances', "Does not have the same mystery as Juicy Couture's fragrances", 'Not as good quality as Viva La Juicy']	['Pear', 'Litchi', 'Red Apple', 'Mandarin Orange']	['Gardenia', 'Jasmine', 'Sweet Pea', 'Freesia', 'Magnolia']	['Vanille', 'Praline', 'Amber', 'Musk', 'Sandalwood', 'Benzoin']	very weak: 18%; weak: 38%; moderate: 33%; long lasting: 9%; eternal: 2%	very weak: 34%; intimate: 48%; strong: 10%; enormous: 8%
Bombshell Glamour	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Glamour-87707.html	women	aldehydic (100%); amber (79.7778%); fruity (75.7333%); floral (70.4443%); fresh (62.3555%); powdery (50.5333%); rose (50.2222%); sweet (49.6002%)	Bombshell Glamour by Victoria's Secret is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Bombshell Glamour was launched in 2023.This Eau de Parfum opens with a fruity burst of peach, giving the fragrance a decadent drip of indulgence. The party comes to life with a pop of bubbly golden plum prosecco and the effervescence of crystal dawn peony for a luminous lift at the heart. A rush of opulence overtakes the night with a double-faceted amber that adorns the scent in festive luxury.Notes: velvet peach, crystal peony, opulent amber.		['Prosecco', 'Peach', 'Amber', 'Peony']	[]	[]		
Pear Glace	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Pear-Glace-7999.html	women	fruity (100%); green (73.9772%); aquatic (69.7136%); fresh (65.2594%); sweet (63.799%); aromatic (57.4135%); woody (51.4384%); violet (47.8652%); soft spicy (47.8171%)	Pear Glace by Victoria's Secret is a Floral Fruity fragrance for women.A sparkling blend of pear nectar, cassis and violet. It belongs to the Secret Garden collection.It is available as EDT, body mist and body care collection.	['Fresh and green with a sweet scent', 'Fun and refreshing for summer', 'Light and casual fragrance', 'Clear and good pear fragrance', 'Nice mood lifter', 'Smells like a juicy sugared pear', 'Sweet, sugary pear smell', 'Mature and sensual fragrance', "Melon scent isn't winning over everyone", 'Changed formula may have ruined scent', 'Green bitter note ruins the fragrance for some', "Linear fragrance that doesn't last long enough", 'Rancid or flat beer-like scent after a while', 'Not as good as expected or advertised', 'No pear scent or too much jalapeno scent', 'Too sweet, cloying or popular smelling']	['Pear', 'Cassis', 'Aloe Vera', 'Violet', 'Chamomile', 'Melon']	[]	[]	very weak: 15%; weak: 34%; moderate: 36%; long lasting: 11%; eternal: 4%	very weak: 28%; intimate: 52%; strong: 14%; enormous: 6%
Very Sexy Orchid	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Very-Sexy-Orchid-64011.html	women	woody (100%); fruity (82.5329%); floral (77.4109%); powdery (74.9154%); patchouli (72.6828%); soft spicy (68.4146%); iris (64.8031%); earthy (60.9943%); warm spicy (60.0094%); sweet (53.1802%)	Very Sexy Orchid by Victoria's Secret is a Floral fragrance for women. Very Sexy Orchid was launched in 2020. Top notes are Black Currant, Pink Pepper and Citruses; middle notes are Orchid and Iris Flower; base notes are Patchouli and Sandalwood.		['Black Currant', 'Pink Pepper', 'Citruses']	['Orchid', 'Iris Flower']	['Patchouli', 'Sandalwood']		
Pomegranate & Lotus Balance	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Pomegranate-Lotus-Balance-70971.html	women and men	woody (100%); floral (85.1515%); fruity (73.75%); fresh spicy (65.0002%); aquatic (64.4696%); ozonic (57.5757%); sour (55.3749%); bitter (47.5001%)	Pomegranate & Lotus Balance by Victoria's Secret is a Floral Fruity fragrance for women and men. Pomegranate & Lotus Balance was launched in 2020.		['Pomegranate', 'Lotus']	[]	[]		
Eau So Sexy	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Eau-So-Sexy-26453.html	women	fruity (100%); sweet (83.9247%); vanilla (76.221%); citrus (75.0582%); fresh (73.7499%); green (69.5057%); fresh spicy (65.6543%); lactonic (60.8142%)	Eau So Sexy by Victoria's Secret is a Floral Fruity Gourmand fragrance for women. Eau So Sexy was launched in 2014.	['Sweet and fruity scent', 'Smells like juicy apples and sweet vanilla', 'Good lasting power', 'Linear projection', 'Can be layered with lotion and mist', 'Resembles Burberry Woman classic and Fancy Love JS', "Reminiscent of Annick Goutal's Petite Cherie", 'Strong longevity and sillage', 'Smells too artificial for some', 'Cloying apple scent for some', 'Lacks complexity', 'Generic and familiar scent', 'Bow on bottle makes it difficult to hold and spray', 'Overpowering sweetness for some', 'Citrus scent overpowering for some', 'Hamster cage cedar shavings scent']	['Apple', 'Whipped Cream', 'Bergamot']	[]	[]	very weak: 10%; weak: 27%; moderate: 47%; long lasting: 12%; eternal: 4%	very weak: 23%; intimate: 52%; strong: 14%; enormous: 11%
Daring	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Daring-96769.html	women and men	amber (100%); mossy (92.7586%); citrus (78.2758%); earthy (73.9312%); fresh spicy (54.1379%); woody (53.6552%); powdery (45.3276%); aromatic (44.4828%); animalic (44.0001%)	Daring by Victoria's Secret is a Oriental Woody fragrance for women and men. This is a new fragrance. Daring was launched in 2024. The nose behind this fragrance is Laurent Le Guernec.Victoria's Secret Daring is a fearless fragrance that highlights the duality between airy freshness and earthy warmth. The crisp essence of bergamot peel illuminates the opening of the scent against a layer of lush oakmoss. This facet grounds the heart in vibrant woods, rooting the scent in rich texture. A modern amber enhances the base and creates an intense, unforgettable trail of scent.		['Amber', 'Oakmoss', 'Bergamot']	[]	[]		
Frostmelt	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Frostmelt-87408.html	women	green (100%); chocolate (99.5487%); aromatic (90.8552%); warm spicy (81.371%); sweet (80.5808%); fresh spicy (65.0002%); vanilla (57.6614%); cacao (56.0806%); amber (49.7581%)	Frostmelt by Victoria's Secret is a fragrance for women. This is a new fragrance. Frostmelt was launched in 2023.		['Chocolate', 'Mint', 'Tonka']	[]	[]		
Heavenly Dream Angel	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Heavenly-Dream-Angel-80509.html	women	fruity (100%); sweet (97.4906%); amber (81.5094%); vanilla (80.4531%); musky (66.9812%); powdery (65.3302%); floral (64.3397%); citrus (49.8115%)	Heavenly Dream Angel by Victoria's Secret is a fragrance for women. This is a new fragrance. Heavenly Dream Angel was launched in 2023. Top notes are Raspberry, Strawberry and Mandarin Orange; middle notes are Musk and Floral Notes; base notes are Crystal Amber, Vanilla and Tonka Bean.The spirit of radiance. Bright and hopeful, a fragrance that is as inspiring as her. This Eau de Parfum opens with brilliant raspberry nectar, white strawberry, and mandarin orange fruits. Blooming florals at heart fade into a flash of prismatic musks for a multi-faceted glow. A warm, decadent aura is created with vanilla, Tonka, and amber crystals at the base.Fragrance type: Fruity GourmandNotes: prismatic musk, raspberry nectar, amber crystalsEau de Parfum is our most concentrated, pure version of the fragrance		['Raspberry', 'Strawberry', 'Mandarin Orange']	['Musk', 'Floral Notes']	['Crystal Amber', 'Vanilla', 'Tonka Bean']		
Velvet Petals Shimmer	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-Shimmer-53388.html	women	floral (100%); almond (88.3333%); nutty (65%); fruity (59.1667%); sweet (50.4167%)	Velvet Petals Shimmer by Victoria's Secret is a fragrance for women. Velvet Petals Shimmer was launched in 2018.		['Floral Notes', 'Candied Almond']	[]	[]		
Love Eau de Parfum	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Love-Eau-de-Parfum-46557.html	women	floral (100%); powdery (99.6332%); fruity (81.0092%); aromatic (62.569%); fresh spicy (56.0551%); sweet (49.9084%); woody (49.5413%); lactonic (46.7891%)	Love Eau de Parfum by Victoria's Secret is a fragrance for women. Love Eau de Parfum was launched in 2017. Top note is Juniper; middle notes are Apricot and Apricot Blossom; base note is Cotton Flower.Fresh air, blush blooms and boyfriend tees, that’s what Love smells like, in this iconic fragrance for next-gen Angels!Composition: Love Eau de Parfum smells of fresh juniper, apricot blush and boyfriend tee accord.Assortiment:Love Eau de Parfum 50mlLove Eau de Parfum 100mlLove Fragrance Mist 250mlLove Fragrance Rollerball 15mlLove Fragrance Wash 250mlLove Fragrance Lotion 250mlLove Fragrance Cream 200m	['Feminine and delicate scent', 'Soft and snuggly', 'Cozy and relaxing', 'Mild and inoffensive', 'Universally pleasing', 'Smells like fresh laundry', 'Great for traveling', 'Elegant, mature essence', 'Not a statement perfume that stands out', 'Could be overwhelming or bothersome for people with allergies or sensitivities to strong scents', "Expensive for some people's budget", 'Does not represent the name of the fragrance accurately', "Does not work with some people's body chemistry or skin type", 'Not long-lasting', 'Synthetic smelling']	['Juniper']	['Apricot', 'Apricot Blossom']	['Cotton Flower']	very weak: 9%; weak: 35%; moderate: 47%; long lasting: 9%; eternal: 0%	very weak: 32%; intimate: 51%; strong: 10%; enormous: 7%
Bare Vanilla Shimmer	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Shimmer-89093.html	women and men	vanilla (100%); powdery (62.8787%); woody (45.2727%); musky (44%); sweet (44%)	Bare Vanilla Shimmer by Victoria's Secret is a Woody Aromatic fragrance for women and men. Bare Vanilla Shimmer was launched in 2018.		['Vanilla', 'Cashmeran', 'Skin']	[]	[]		
Vanilla & Dreamy	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Dreamy-95225.html	women and men	vanilla (100%); sweet (64.8086%); caramel (62.5136%); coconut (52.9508%); powdery (48.9345%)	Vanilla & Dreamy by Victoria's Secret is a Oriental Vanilla fragrance for women and men. This is a new fragrance. Vanilla & Dreamy was launched in 2024.		['Vanilla', 'Caramel', 'Coconut']	[]	[]		
Bare Vanilla La Crème	Victoria's Secret	https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-La-Creme-63866.html	women	sweet (100%); vanilla (87.9137%); lactonic (66.5107%); powdery (47.3742%)	Bare Vanilla La Crème by Victoria's Secret is a Oriental Vanilla fragrance for women. Bare Vanilla La Crème was launched in 2020.		['Custard', 'Vanilla Absolute', 'Floral Notes']	[]	[]		
